class_idx,class_name,rank,concept_idx,concept_name,mean_contribution,num_examples
16,Cardinal,1,363,red feathers,3.3909650996879295,27
16,Cardinal,2,636,black eyes,3.0297449827194214,27
16,Cardinal,3,181,red body,2.262219689510487,27
16,Cardinal,4,19,black face,2.039276436523155,27
16,Cardinal,5,28,red crest on the head,1.8630351954036288,27
16,Cardinal,6,26,black beak,0.2718140251106686,27
16,Cardinal,7,7,yellow bill,0.0,27
16,Cardinal,8,3,raucous call,0.0,27
16,Cardinal,9,8,small beak,0.0,27
16,Cardinal,10,1,wingspan of up to 3 5 feet,0.0,27
