class_idx,class_name,rank,concept_idx,concept_name,mean_contribution,num_examples
4,Crested Auklet,1,654,black back and wings,5.541449836322239,14
4,Crested Auklet,2,375,dark gray or black upperparts,2.3897279500961304,14
4,Crested Auklet,3,175,black legs and feet,1.4301980776446206,14
4,Crested Auklet,4,568,white breast and belly,0.4733244457415172,14
4,Crested Auklet,5,410,black or dark gray plumage,0.1503491848707199,14
4,Crested Auklet,6,320,black bill,0.09594082220324449,14
4,Crested Auklet,7,209,long black tail,0.0572346013837627,14
4,Crested Auklet,8,648,blue gray back,0.051805326116404364,14
4,Crested Auklet,9,449,blue back,0.03433485867987786,14
4,Crested Auklet,10,276,yellowish stripes on the wings,0.03298539535275528,14
